productkey,orderquantity,salesamount,productcategorykey,cumulative_sales,orderdate
350,5,"$10,124.97",1,"$390,759.35",2010-12-29
350,6,"$12,149.96",1,"$402,909.31",2010-12-29
350,3,"$6,074.98",1,"$408,984.29",2010-12-29
350,2,"$4,049.99",1,"$413,034.28",2010-12-29
350,3,"$6,074.98",1,"$419,109.26",2010-12-29
350,2,"$4,049.99",1,"$423,159.25",2010-12-29
350,2,"$4,049.99",1,"$427,209.24",2010-12-29
351,1,"$2,024.99",1,"$429,234.23",2010-12-29
351,2,"$4,049.99",1,"$433,284.22",2010-12-29
351,5,"$10,124.97",1,"$443,409.19",2010-12-29
351,6,"$12,149.96",1,"$455,559.15",2010-12-29
351,1,"$2,024.99",1,"$457,584.14",2010-12-29
351,1,"$2,024.99",1,"$459,609.13",2010-12-29
351,1,"$2,024.99",1,"$461,634.12",2010-12-29
351,2,"$4,049.99",1,"$465,684.11",2010-12-29
351,1,"$2,024.99",1,"$467,709.10",2010-12-29
310,1,"$3,578.27",1,"$471,287.37",2010-12-30
311,1,"$3,578.27",1,"$474,865.64",2010-12-30
344,1,"$3,399.99",1,"$478,265.63",2010-12-30
351,1,"$3,374.99",1,"$481,640.62",2010-12-30
312,1,"$3,578.27",1,"$485,218.89",2010-12-31
312,1,"$3,578.27",1,"$488,797.16",2010-12-31
313,1,"$3,578.27",1,"$492,375.43",2010-12-31
314,1,"$3,578.27",1,"$495,953.70",2010-12-31
330,1,$699.10,1,"$496,652.80",2010-12-31
311,1,"$3,578.27",1,"$500,231.07",2011-01-01
314,1,"$3,578.27",1,"$503,809.34",2011-01-01
310,1,"$3,578.27",1,"$507,387.61",2011-01-02
311,1,"$3,578.27",1,"$510,965.88",2011-01-02
311,1,"$3,578.27",1,"$514,544.15",2011-01-02
314,1,"$3,578.27",1,"$518,122.42",2011-01-02
336,1,$699.10,1,"$518,821.52",2011-01-02
310,1,"$3,578.27",1,"$522,399.79",2011-01-03
311,1,"$3,578.27",1,"$525,978.06",2011-01-03
311,1,"$3,578.27",1,"$529,556.33",2011-01-03
312,1,"$3,578.27",1,"$533,134.60",2011-01-03
311,1,"$3,578.27",1,"$536,712.87",2011-01-04
312,1,"$3,578.27",1,"$540,291.14",2011-01-04
332,1,$699.10,1,"$540,990.24",2011-01-04
311,1,"$3,578.27",1,"$544,568.51",2011-01-05
311,1,"$3,578.27",1,"$548,146.78",2011-01-05
332,1,$699.10,1,"$548,845.88",2011-01-05
312,1,"$3,578.27",1,"$552,424.15",2011-01-06
313,1,"$3,578.27",1,"$556,002.42",2011-01-06
314,1,"$3,578.27",1,"$559,580.69",2011-01-06
346,1,"$3,399.99",1,"$562,980.68",2011-01-06
346,1,"$3,399.99",1,"$566,380.67",2011-01-06
350,1,"$3,374.99",1,"$569,755.66",2011-01-06
310,1,"$3,578.27",1,"$573,333.93",2011-01-07
312,1,"$3,578.27",1,"$576,912.20",2011-01-07
346,1,"$3,399.99",1,"$580,312.19",2011-01-07
310,1,"$3,578.27",1,"$583,890.46",2011-01-08
311,1,"$3,578.27",1,"$587,468.73",2011-01-08
312,1,"$3,578.27",1,"$591,047.00",2011-01-08
312,1,"$3,578.27",1,"$594,625.27",2011-01-08
310,1,"$3,578.27",1,"$598,203.54",2011-01-09
313,1,"$3,578.27",1,"$601,781.81",2011-01-09
314,1,"$3,578.27",1,"$605,360.08",2011-01-09
347,1,"$3,399.99",1,"$608,760.07",2011-01-09
311,1,"$3,578.27",1,"$612,338.34",2011-01-10
312,1,"$3,578.27",1,"$615,916.61",2011-01-10
310,1,"$3,578.27",1,"$619,494.88",2011-01-11
311,1,"$3,578.27",1,"$623,073.15",2011-01-11
311,1,"$3,578.27",1,"$626,651.42",2011-01-11
313,1,"$3,578.27",1,"$630,229.69",2011-01-11
313,1,"$3,578.27",1,"$633,807.96",2011-01-11
314,1,"$3,578.27",1,"$637,386.23",2011-01-11
314,1,"$3,578.27",1,"$640,964.50",2011-01-11
311,1,"$3,578.27",1,"$644,542.77",2011-01-12
312,1,"$3,578.27",1,"$648,121.04",2011-01-12
332,1,$699.10,1,"$648,820.14",2011-01-12
350,1,"$3,374.99",1,"$652,195.13",2011-01-12
310,1,"$3,578.27",1,"$655,773.40",2011-01-13
310,1,"$3,578.27",1,"$659,351.67",2011-01-13
310,1,"$3,578.27",1,"$662,929.94",2011-01-13
314,1,"$3,578.27",1,"$666,508.21",2011-01-13
310,1,"$3,578.27",1,"$670,086.48",2011-01-14
313,1,"$3,578.27",1,"$673,664.75",2011-01-14
314,1,"$3,578.27",1,"$677,243.02",2011-01-14
346,1,"$3,399.99",1,"$680,643.01",2011-01-14
313,1,"$3,578.27",1,"$684,221.28",2011-01-15
350,1,"$3,374.99",1,"$687,596.27",2011-01-15
312,1,"$3,578.27",1,"$691,174.54",2011-01-16
312,1,"$3,578.27",1,"$694,752.81",2011-01-16
312,1,"$3,578.27",1,"$698,331.08",2011-01-16
312,1,"$3,578.27",1,"$701,909.35",2011-01-16
313,1,"$3,578.27",1,"$705,487.62",2011-01-16
314,1,"$3,578.27",1,"$709,065.89",2011-01-16
330,1,$699.10,1,"$709,764.99",2011-01-16
347,1,"$3,399.99",1,"$713,164.98",2011-01-16
311,1,"$3,578.27",1,"$716,743.25",2011-01-17
314,1,"$3,578.27",1,"$720,321.52",2011-01-17
326,1,$699.10,1,"$721,020.62",2011-01-17
345,1,"$3,399.99",1,"$724,420.61",2011-01-17
311,1,"$3,578.27",1,"$727,998.88",2011-01-18
312,1,"$3,578.27",1,"$731,577.15",2011-01-18
312,1,"$3,578.27",1,"$735,155.42",2011-01-18
312,1,"$3,578.27",1,"$738,733.69",2011-01-18
310,1,"$3,578.27",1,"$742,311.96",2011-01-19
311,1,"$3,578.27",1,"$745,890.23",2011-01-19
311,1,"$3,578.27",1,"$749,468.50",2011-01-19
312,1,"$3,578.27",1,"$753,046.77",2011-01-19
314,1,"$3,578.27",1,"$756,625.04",2011-01-19
344,1,"$3,399.99",1,"$760,025.03",2011-01-19
344,1,"$3,399.99",1,"$763,425.02",2011-01-19
344,1,"$3,399.99",1,"$766,825.01",2011-01-19
347,1,"$3,399.99",1,"$770,225.00",2011-01-19
351,1,"$3,374.99",1,"$773,599.99",2011-01-19
351,1,"$3,374.99",1,"$776,974.98",2011-01-19
310,1,"$3,578.27",1,"$780,553.25",2011-01-20
312,1,"$3,578.27",1,"$784,131.52",2011-01-20
312,1,"$3,578.27",1,"$787,709.79",2011-01-20
312,1,"$3,578.27",1,"$791,288.06",2011-01-20
342,1,$699.10,1,"$791,987.16",2011-01-20
311,1,"$3,578.27",1,"$795,565.43",2011-01-21
311,1,"$3,578.27",1,"$799,143.70",2011-01-21
312,1,"$3,578.27",1,"$802,721.97",2011-01-21
310,1,"$3,578.27",1,"$806,300.24",2011-01-22
312,1,"$3,578.27",1,"$809,878.51",2011-01-22
314,1,"$3,578.27",1,"$813,456.78",2011-01-22
328,1,$699.10,1,"$814,155.88",2011-01-22
310,1,"$3,578.27",1,"$817,734.15",2011-01-23
312,1,"$3,578.27",1,"$821,312.42",2011-01-23
313,1,"$3,578.27",1,"$824,890.69",2011-01-23
345,1,"$3,399.99",1,"$828,290.68",2011-01-23
346,1,"$3,399.99",1,"$831,690.67",2011-01-23
310,1,"$3,578.27",1,"$835,268.94",2011-01-24
311,1,"$3,578.27",1,"$838,847.21",2011-01-24
312,1,"$3,578.27",1,"$842,425.48",2011-01-24
312,1,"$3,578.27",1,"$846,003.75",2011-01-24
314,1,"$3,578.27",1,"$849,582.02",2011-01-24
346,1,"$3,399.99",1,"$852,982.01",2011-01-24
350,1,"$3,374.99",1,"$856,357.00",2011-01-24
350,1,"$3,374.99",1,"$859,731.99",2011-01-24
310,1,"$3,578.27",1,"$863,310.26",2011-01-25
312,1,"$3,578.27",1,"$866,888.53",2011-01-25
313,1,"$3,578.27",1,"$870,466.80",2011-01-25
313,1,"$3,578.27",1,"$874,045.07",2011-01-25
338,1,$699.10,1,"$874,744.17",2011-01-25
338,1,$699.10,1,"$875,443.27",2011-01-25
342,1,$699.10,1,"$876,142.37",2011-01-25
348,1,"$3,374.99",1,"$879,517.36",2011-01-25
310,1,"$3,578.27",1,"$883,095.63",2011-01-26
310,1,"$3,578.27",1,"$886,673.90",2011-01-26
310,1,"$3,578.27",1,"$890,252.17",2011-01-26
311,1,"$3,578.27",1,"$893,830.44",2011-01-26
349,1,"$3,374.99",1,"$897,205.43",2011-01-26
310,1,"$3,578.27",1,"$900,783.70",2011-01-27
324,1,$699.10,1,"$901,482.80",2011-01-27
348,1,"$3,374.99",1,"$904,857.79",2011-01-27
348,1,"$3,374.99",1,"$908,232.78",2011-01-27
350,1,"$3,374.99",1,"$911,607.77",2011-01-27
311,1,"$3,578.27",1,"$915,186.04",2011-01-28
312,1,"$3,578.27",1,"$918,764.31",2011-01-28
313,1,"$3,578.27",1,"$922,342.58",2011-01-28
314,1,"$3,578.27",1,"$925,920.85",2011-01-28
326,1,$699.10,1,"$926,619.95",2011-01-28
310,2,"$4,293.92",1,"$930,913.87",2011-01-29
310,1,"$2,146.96",1,"$933,060.83",2011-01-29
310,2,"$4,293.92",1,"$937,354.75",2011-01-29
310,1,"$2,146.96",1,"$939,501.71",2011-01-29
310,1,"$3,578.27",1,"$943,079.98",2011-01-29
310,1,"$2,146.96",1,"$945,226.94",2011-01-29
310,2,"$4,293.92",1,"$949,520.86",2011-01-29
313,1,"$3,578.27",1,"$953,099.13",2011-01-29
313,1,"$3,578.27",1,"$956,677.40",2011-01-29
313,1,"$3,578.27",1,"$960,255.67",2011-01-29
314,1,"$2,146.96",1,"$962,402.63",2011-01-29
314,1,"$2,146.96",1,"$964,549.59",2011-01-29
314,1,"$2,146.96",1,"$966,696.55",2011-01-29
314,3,"$6,440.89",1,"$973,137.44",2011-01-29
314,1,"$3,578.27",1,"$976,715.71",2011-01-29
314,1,"$2,146.96",1,"$978,862.67",2011-01-29
314,1,"$2,146.96",1,"$981,009.63",2011-01-29
314,1,"$2,146.96",1,"$983,156.59",2011-01-29
314,1,"$2,146.96",1,"$985,303.55",2011-01-29
314,2,"$4,293.92",1,"$989,597.47",2011-01-29
314,1,"$2,146.96",1,"$991,744.43",2011-01-29
314,1,"$2,146.96",1,"$993,891.39",2011-01-29
314,2,"$4,293.92",1,"$998,185.31",2011-01-29
314,2,"$4,293.92",1,"$1,002,479.23",2011-01-29
314,2,"$4,293.92",1,"$1,006,773.15",2011-01-29
314,1,"$2,146.96",1,"$1,008,920.11",2011-01-29
314,2,"$4,293.92",1,"$1,013,214.03",2011-01-29
314,2,"$4,293.92",1,"$1,017,507.95",2011-01-29
314,2,"$4,293.92",1,"$1,021,801.87",2011-01-29
314,2,"$4,293.92",1,"$1,026,095.79",2011-01-29
314,1,"$2,146.96",1,"$1,028,242.75",2011-01-29
314,2,"$4,293.92",1,"$1,032,536.67",2011-01-29
314,1,"$2,146.96",1,"$1,034,683.63",2011-01-29
314,2,"$4,293.92",1,"$1,038,977.55",2011-01-29
314,1,"$2,146.96",1,"$1,041,124.51",2011-01-29
314,2,"$4,293.92",1,"$1,045,418.43",2011-01-29
315,5,"$4,373.97",1,"$1,049,792.40",2011-01-29
315,1,$874.79,1,"$1,050,667.19",2011-01-29
315,2,"$1,749.59",1,"$1,052,416.78",2011-01-29
315,2,"$1,749.59",1,"$1,054,166.37",2011-01-29
315,2,"$1,749.59",1,"$1,055,915.96",2011-01-29
315,2,"$1,749.59",1,"$1,057,665.55",2011-01-29
315,6,"$5,248.76",1,"$1,062,914.31",2011-01-29
315,1,$874.79,1,"$1,063,789.10",2011-01-29
315,2,"$1,749.59",1,"$1,065,538.69",2011-01-29
315,3,"$2,624.38",1,"$1,068,163.07",2011-01-29
315,2,"$1,749.59",1,"$1,069,912.66",2011-01-29
315,3,"$2,624.38",1,"$1,072,537.04",2011-01-29
315,3,"$2,624.38",1,"$1,075,161.42",2011-01-29
315,2,"$1,749.59",1,"$1,076,911.01",2011-01-29
315,2,"$1,749.59",1,"$1,078,660.60",2011-01-29
315,3,"$2,624.38",1,"$1,081,284.98",2011-01-29
315,1,$874.79,1,"$1,082,159.77",2011-01-29
315,3,"$2,624.38",1,"$1,084,784.15",2011-01-29
315,5,"$4,373.97",1,"$1,089,158.12",2011-01-29
315,2,"$1,749.59",1,"$1,090,907.71",2011-01-29
315,2,"$1,749.59",1,"$1,092,657.30",2011-01-29
316,2,"$1,749.59",1,"$1,094,406.89",2011-01-29
316,1,$874.79,1,"$1,095,281.68",2011-01-29
316,1,$874.79,1,"$1,096,156.47",2011-01-29
316,1,$874.79,1,"$1,097,031.26",2011-01-29
316,1,$874.79,1,"$1,097,906.05",2011-01-29
316,1,$874.79,1,"$1,098,780.84",2011-01-29
316,1,$874.79,1,"$1,099,655.63",2011-01-29
316,2,"$1,749.59",1,"$1,101,405.22",2011-01-29
316,2,"$1,749.59",1,"$1,103,154.81",2011-01-29
316,2,"$1,749.59",1,"$1,104,904.40",2011-01-29
316,1,$874.79,1,"$1,105,779.19",2011-01-29
316,1,$874.79,1,"$1,106,653.98",2011-01-29
316,1,$874.79,1,"$1,107,528.77",2011-01-29
316,4,"$3,499.18",1,"$1,111,027.95",2011-01-29
316,1,$874.79,1,"$1,111,902.74",2011-01-29
317,2,"$1,749.59",1,"$1,113,652.33",2011-01-29
317,2,"$1,749.59",1,"$1,115,401.92",2011-01-29
317,1,$874.79,1,"$1,116,276.71",2011-01-29
317,1,$874.79,1,"$1,117,151.50",2011-01-29
317,2,"$1,749.59",1,"$1,118,901.09",2011-01-29
317,1,$874.79,1,"$1,119,775.88",2011-01-29
317,2,"$1,749.59",1,"$1,121,525.47",2011-01-29
317,1,$874.79,1,"$1,122,400.26",2011-01-29
317,1,$874.79,1,"$1,123,275.05",2011-01-29
317,2,"$1,749.59",1,"$1,125,024.64",2011-01-29
317,1,$874.79,1,"$1,125,899.43",2011-01-29
317,1,$874.79,1,"$1,126,774.22",2011-01-29
317,1,$874.79,1,"$1,127,649.01",2011-01-29
317,1,$874.79,1,"$1,128,523.80",2011-01-29
317,2,"$1,749.59",1,"$1,130,273.39",2011-01-29
319,1,$874.79,1,"$1,131,148.18",2011-01-29
319,4,"$3,499.18",1,"$1,134,647.36",2011-01-29
319,3,"$2,624.38",1,"$1,137,271.74",2011-01-29
319,3,"$2,624.38",1,"$1,139,896.12",2011-01-29
319,2,"$1,749.59",1,"$1,141,645.71",2011-01-29
319,1,$874.79,1,"$1,142,520.50",2011-01-29
319,2,"$1,749.59",1,"$1,144,270.09",2011-01-29
319,1,$874.79,1,"$1,145,144.88",2011-01-29
319,1,$874.79,1,"$1,146,019.67",2011-01-29
319,1,$874.79,1,"$1,146,894.46",2011-01-29
319,1,$874.79,1,"$1,147,769.25",2011-01-29
319,3,"$2,624.38",1,"$1,150,393.63",2011-01-29
319,5,"$4,373.97",1,"$1,154,767.60",2011-01-29
319,3,"$2,624.38",1,"$1,157,391.98",2011-01-29
319,2,"$1,749.59",1,"$1,159,141.57",2011-01-29
319,3,"$2,624.38",1,"$1,161,765.95",2011-01-29
319,2,"$1,749.59",1,"$1,163,515.54",2011-01-29
319,3,"$2,624.38",1,"$1,166,139.92",2011-01-29
319,1,$874.79,1,"$1,167,014.71",2011-01-29
319,3,"$2,624.38",1,"$1,169,639.09",2011-01-29
319,10,"$8,747.94",1,"$1,178,387.03",2011-01-29
319,2,"$1,749.59",1,"$1,180,136.62",2011-01-29
319,2,"$1,749.59",1,"$1,181,886.21",2011-01-29
319,7,"$6,123.56",1,"$1,188,009.77",2011-01-29
319,1,$874.79,1,"$1,188,884.56",2011-01-29
319,2,"$1,749.59",1,"$1,190,634.15",2011-01-29
319,3,"$2,624.38",1,"$1,193,258.53",2011-01-29
322,2,$838.92,1,"$1,194,097.45",2011-01-29
322,1,$419.46,1,"$1,194,516.91",2011-01-29
322,3,"$1,258.38",1,"$1,195,775.29",2011-01-29
322,5,"$2,097.29",1,"$1,197,872.58",2011-01-29
322,1,$419.46,1,"$1,198,292.04",2011-01-29
322,4,"$1,677.84",1,"$1,199,969.88",2011-01-29
322,1,$419.46,1,"$1,200,389.34",2011-01-29
322,4,"$1,677.84",1,"$1,202,067.18",2011-01-29
322,5,"$2,097.29",1,"$1,204,164.47",2011-01-29
322,2,$838.92,1,"$1,205,003.39",2011-01-29
322,3,"$1,258.38",1,"$1,206,261.77",2011-01-29
322,2,$838.92,1,"$1,207,100.69",2011-01-29
322,1,$419.46,1,"$1,207,520.15",2011-01-29
322,3,"$1,258.38",1,"$1,208,778.53",2011-01-29
322,1,$419.46,1,"$1,209,197.99",2011-01-29
322,5,"$2,097.29",1,"$1,211,295.28",2011-01-29
322,3,"$1,258.38",1,"$1,212,553.66",2011-01-29
322,3,"$1,258.38",1,"$1,213,812.04",2011-01-29
322,2,$838.92,1,"$1,214,650.96",2011-01-29
322,2,$838.92,1,"$1,215,489.88",2011-01-29
322,7,"$2,936.21",1,"$1,218,426.09",2011-01-29
322,3,"$1,258.38",1,"$1,219,684.47",2011-01-29
322,4,"$1,677.84",1,"$1,221,362.31",2011-01-29
322,1,$419.46,1,"$1,221,781.77",2011-01-29
322,1,$419.46,1,"$1,222,201.23",2011-01-29
324,4,"$1,677.84",1,"$1,223,879.07",2011-01-29
324,2,$838.92,1,"$1,224,717.99",2011-01-29
